acc,gyro,hr,latitude,longitude,city,ritmo,date,userId,weather_temperature
6.5639,6172056,66,37.97301,-9.260487,Viseu,161.92,2023-03-24 07:16:08,user_0147,14.8
13.6582,1496030,187,37.874345,-6.434154,Braga,183.93,2023-12-31 16:41:10,user_0196,38.6
5.722,11009,67,37.305422,-8.943648,Setúbal,148.58,2024-03-09 13:38:58,user_0142,29.7
14.4648,4372472,71,40.877726,-8.353623,Évora,62.72,2024-01-21 15:34:46,user_0022,5.3
1.4304,1723480,132,38.522524,-7.4422,Porto,76.76,2024-12-14 17:15:01,user_0017,16.5
10.3366,8313264,107,41.184844,-6.420677,Setúbal,82.57,2024-12-21 10:10:55,user_0107,20.4
7.4578,3699397,102,39.941577,-8.630615,Faro,89.58,2024-11-12 18:21:19,user_0063,26.1
5.876,1991367,50,40.268167,-6.903849,Setúbal,171.97,2023-04-07 08:20:24,user_0122,22.5
9.5274,5569634,110,38.358369,-7.084518,Lisboa,103.37,2024-09-20 09:27:40,user_0026,7.4
10.5875,8718936,80,39.186471,-8.95699,Viseu,103.73,2024-02-19 22:01:27,user_0164,23.0
0.165,4409013,115,38.961588,-7.869823,Évora,165.78,2023-09-24 18:01:34,user_0117,9.6
2.5876,2708668,196,38.078443,-7.862883,Aveiro,117.74,2024-05-13 13:08:40,user_0045,23.2
10.7244,5053679,102,41.062561,-8.46432,Évora,69.05,2024-07-10 18:57:30,user_0030,13.6
10.0291,1000294,144,40.010423,-6.848268,Leiria,141.92,2024-11-27 18:00:58,user_0116,10.0
14.4941,5658307,199,37.08716,-6.351825,Lisboa,78.21,2024-07-16 08:49:50,user_0149,15.1
11.4395,9335592,72,40.999585,-7.063654,Viseu,140.03,2023-01-13 04:23:53,user_0148,8.5
14.2665,8174244,192,37.430189,-6.191954,Leiria,169.15,2023-02-19 07:10:14,user_0170,14.9
10.5679,2285362,180,38.918482,-9.328407,Braga,190.13,2023-07-11 09:29:09,user_0090,35.3
4.541,2842894,136,39.756285,-9.373443,Porto,69.39,2023-01-30 01:45:59,user_0119,15.8
1.6699,8565873,197,36.938256,-6.46088,Setúbal,102.56,2023-02-14 03:24:51,user_0184,21.5
11.7492,7860791,174,40.164541,-6.447479,Faro,151.34,2024-07-30 04:21:38,user_0140,23.2
9.6978,3036773,158,40.198515,-9.135789,Coimbra,104.16,2024-01-05 19:49:04,user_0008,11.2
0.818,4384432,89,40.162632,-8.284683,Coimbra,123.14,2024-04-03 20:33:30,user_0093,20.5
5.4648,1690792,170,37.71734,-6.659658,Aveiro,62.81,2024-01-01 18:22:40,user_0117,34.9
14.3563,1631570,88,38.178662,-9.062962,Viseu,157.09,2023-10-31 06:22:06,user_0191,7.8
7.556,4773598,169,38.136879,-8.590745,Braga,183.66,2024-05-27 07:43:20,user_0056,37.3
6.5477,1660102,67,41.700335,-7.184613,Lisboa,196.76,2023-03-02 04:08:06,user_0135,35.5
6.9197,1511710,192,37.237641,-6.161543,Faro,176.27,2024-01-27 16:36:56,user_0062,35.0
3.2124,7276281,86,39.043808,-6.789728,Aveiro,64.45,2024-03-25 17:08:39,user_0121,11.9
5.5937,9220838,54,41.25627,-6.85712,Braga,151.26,2023-07-22 13:14:05,user_0061,22.0
5.6102,816609,122,40.74733,-8.334947,Porto,129.39,2023-08-15 05:34:07,user_0138,26.6
0.8801,4584470,184,41.012211,-7.251434,Lisboa,191.31,2024-01-09 06:03:29,user_0050,8.5
11.5368,6807087,90,41.761468,-9.1155,Coimbra,186.3,2023-05-29 08:01:12,user_0148,24.5
6.3059,4062316,59,38.836309,-6.126292,Porto,198.33,2024-08-12 21:12:45,user_0028,34.4
12.3505,5587239,117,38.448276,-7.866013,Aveiro,180.67,2024-01-27 13:33:20,user_0142,37.8
12.7702,1655464,73,37.053297,-7.328053,Viseu,136.56,2023-10-13 05:36:57,user_0076,14.7
3.2587,9795427,127,37.650097,-6.521016,Leiria,160.09,2024-04-08 00:50:06,user_0008,15.1
9.8946,8377114,194,39.710073,-9.496719,Viseu,195.05,2024-09-01 04:54:13,user_0135,14.5
7.137,8356164,158,37.688303,-6.18166,Lisboa,140.94,2024-05-12 04:05:44,user_0005,10.4
13.2143,878835,73,40.581525,-8.278858,Porto,177.6,2023-02-18 06:20:10,user_0001,20.1
3.3145,9012186,56,37.086163,-8.345391,Setúbal,191.91,2024-05-25 00:48:05,user_0111,32.5
10.1994,7556142,122,38.19744,-9.006785,Viseu,139.88,2024-06-16 20:52:14,user_0073,29.9
9.1555,3277560,156,40.377266,-6.582173,Évora,82.28,2024-09-09 22:07:16,user_0106,36.5
4.5,3169870,148,38.177514,-6.539146,Porto,81.78,2023-02-12 06:30:43,user_0010,17.5
2.1354,5088268,171,40.543802,-9.432037,Aveiro,76.14,2023-03-04 22:26:53,user_0186,25.0
9.8094,7279995,61,41.879319,-9.310534,Viseu,126.69,2023-11-14 04:09:08,user_0065,31.8
11.1051,6422892,134,40.88542,-6.377638,Leiria,127.22,2023-11-27 23:04:28,user_0188,36.4
4.8028,2379093,52,38.609177,-9.082248,Aveiro,146.43,2024-03-20 10:44:37,user_0148,35.5
9.708,5480283,128,41.40296,-7.388847,Leiria,127.6,2023-08-14 18:45:42,user_0058,21.3
5.9875,2760451,134,37.155899,-7.393188,Setúbal,196.23,2024-06-25 10:28:13,user_0171,36.7
10.7268,9085997,59,40.525034,-6.542917,Évora,100.78,2024-06-24 16:19:52,user_0157,20.5
3.0683,6369553,82,37.016612,-7.552976,Setúbal,182.33,2023-03-29 04:38:29,user_0002,36.6
13.3642,6432975,95,37.772777,-8.024361,Évora,74.05,2024-05-31 18:25:07,user_0154,32.2
4.3824,4241244,108,41.837929,-6.187105,Braga,144.27,2024-05-27 02:16:23,user_0059,12.8
5.58,3904840,101,38.704425,-8.722027,Coimbra,150.77,2023-04-30 14:20:51,user_0105,37.5
0.9656,3820730,55,41.002497,-8.606759,Leiria,168.11,2024-11-26 16:50:37,user_0001,13.5
1.7615,2848411,179,38.780434,-9.211783,Braga,130.42,2024-01-17 19:03:14,user_0031,36.8
7.7863,3344443,78,41.100142,-6.183923,Porto,87.61,2024-07-25 13:56:02,user_0038,26.5
4.0871,9445112,168,41.727198,-7.098375,Évora,111.66,2024-06-10 03:48:42,user_0022,28.4
12.5487,2444149,146,39.077681,-9.45887,Setúbal,98.1,2023-05-02 21:11:27,user_0194,8.8
0.3189,6930358,117,39.696746,-7.105332,Braga,118.67,2023-04-03 15:49:27,user_0175,7.3
5.7485,2214669,109,40.043197,-8.125937,Setúbal,134.2,2024-07-24 05:17:31,user_0001,38.9
5.1264,7496121,173,41.574174,-6.210331,Évora,147.51,2023-07-16 04:45:13,user_0088,16.8
0.388,1954702,133,38.18372,-8.556882,Setúbal,178.32,2024-10-09 01:59:11,user_0178,34.6
1.9531,9488077,90,39.956247,-7.085026,Lisboa,187.4,2024-07-17 03:27:31,user_0164,29.7
6.2633,9575779,162,38.523601,-7.366724,Lisboa,124.76,2023-01-22 10:19:17,user_0173,26.1
7.4437,2933361,114,37.984666,-9.45903,Leiria,72.41,2024-08-12 04:31:46,user_0164,29.0
6.1239,421655,128,37.324602,-6.490262,Setúbal,171.59,2023-07-18 13:06:00,user_0162,8.1
8.011,5323940,112,40.003554,-9.025317,Porto,126.8,2023-02-16 15:02:14,user_0009,19.4
8.9675,799717,197,41.310427,-7.243798,Lisboa,136.5,2024-06-03 23:54:11,user_0110,26.2
0.2479,5647069,167,38.656964,-6.863135,Porto,143.41,2024-02-25 22:56:14,user_0084,35.4
7.015,2482266,86,39.663343,-7.354846,Aveiro,153.5,2023-02-26 06:16:01,user_0132,30.0
14.4561,921806,113,40.110669,-9.169813,Faro,184.61,2023-11-29 07:03:54,user_0063,13.8
7.8336,4965440,135,38.973251,-6.184391,Évora,193.3,2023-09-20 21:22:14,user_0132,39.5
10.1954,9179651,182,41.416739,-8.694819,Évora,191.62,2023-12-31 17:10:02,user_0133,27.5
4.7468,7873692,83,38.713776,-7.36526,Porto,173.32,2024-02-18 19:50:41,user_0138,22.5
11.6325,1193728,88,37.525054,-6.789595,Coimbra,184.49,2023-09-26 09:53:23,user_0108,32.3
11.6165,5061354,116,37.620102,-6.306598,Porto,66.95,2023-07-06 05:38:01,user_0172,26.1
7.8673,6911957,111,41.354288,-7.446364,Évora,178.88,2023-03-17 02:53:38,user_0040,29.8
14.6426,1504329,137,41.84004,-8.619216,Faro,70.12,2024-02-23 22:56:36,user_0036,26.6
1.9707,1777850,180,38.344689,-6.655427,Lisboa,164.47,2024-06-11 15:04:37,user_0035,11.3
0.3525,6686269,158,37.618014,-8.945052,Porto,83.71,2023-06-16 17:38:43,user_0059,24.0
11.5754,535888,138,39.311061,-9.42424,Setúbal,110.42,2024-01-07 10:36:43,user_0193,14.9
12.1266,7157303,116,40.44764,-6.412294,Coimbra,85.79,2023-02-02 03:32:38,user_0116,25.0
1.8911,3918446,128,39.962015,-7.543678,Évora,122.08,2024-09-21 22:30:26,user_0031,9.4
4.0572,6971631,78,41.655541,-9.263219,Porto,117.64,2023-06-28 12:32:29,user_0174,13.1
0.3615,2202888,123,40.988889,-7.52892,Porto,66.73,2023-12-11 09:18:56,user_0049,33.3
4.4703,6703562,81,41.244861,-9.006952,Setúbal,176.27,2023-10-07 13:48:01,user_0134,19.2
11.6198,2552192,136,39.608336,-9.393288,Aveiro,179.59,2023-04-20 13:29:00,user_0198,28.6
7.8176,8524405,88,38.536376,-9.103818,Lisboa,170.25,2024-11-10 17:55:28,user_0106,22.4
5.2866,1724620,186,40.40868,-6.864635,Faro,178.66,2024-09-17 23:08:26,user_0019,16.9
5.6389,5169719,150,39.095265,-6.930753,Lisboa,165.12,2024-02-08 14:11:27,user_0096,22.3
0.1202,4830165,191,38.338771,-7.445318,Setúbal,191.25,2024-10-29 04:21:47,user_0170,33.5
4.567,6566692,117,37.661353,-8.788284,Évora,140.69,2024-06-24 16:27:55,user_0030,14.9
9.7322,358062,197,39.539371,-6.987512,Setúbal,141.57,2023-11-03 03:21:00,user_0026,19.8
14.6155,7248730,77,39.871268,-8.112646,Leiria,180.39,2023-08-23 21:58:16,user_0131,12.1
12.7212,2077645,63,39.743928,-7.763438,Braga,108.92,2023-10-31 20:48:56,user_0161,17.3
0.4516,1401471,126,37.482742,-6.448022,Aveiro,67.01,2024-06-09 19:26:39,user_0050,36.0
13.4886,4779897,165,39.749937,-7.943284,Braga,164.98,2023-07-18 00:26:21,user_0159,32.5
11.7697,1716548,77,37.742071,-7.370355,Évora,95.64,2023-02-26 20:34:53,user_0111,18.1
11.7276,4952505,138,40.218571,-6.230045,Faro,126.39,2023-09-30 03:35:56,user_0196,9.6
6.9241,9406751,81,39.04692,-7.965274,Lisboa,93.66,2024-01-02 11:45:26,user_0096,19.7
6.0303,4100321,186,41.143943,-7.593525,Coimbra,175.79,2024-10-20 10:00:23,user_0082,32.0
4.6134,2097711,144,40.791329,-7.51299,Leiria,194.16,2023-05-11 22:06:46,user_0138,6.5
1.0789,6095561,66,40.52191,-8.681581,Aveiro,67.7,2024-08-10 04:00:07,user_0022,31.1
3.5007,37361,166,40.403685,-6.994465,Braga,92.67,2024-12-17 10:22:15,user_0191,28.8
3.7744,2898845,126,39.70244,-7.029434,Porto,86.54,2024-11-27 11:28:16,user_0054,7.3
7.3127,8146836,104,37.205568,-8.773907,Leiria,154.25,2023-02-20 07:35:28,user_0179,27.2
11.2369,3463227,59,40.177448,-9.454651,Lisboa,120.01,2023-12-06 12:26:59,user_0081,15.5
7.1598,8093068,129,39.234611,-6.103599,Leiria,123.88,2023-07-26 02:00:58,user_0132,11.2
0.9619,2457856,183,39.247774,-7.522602,Évora,81.99,2024-09-08 17:42:38,user_0037,18.5
14.3711,1761856,165,38.795111,-8.884491,Porto,118.06,2023-08-27 22:18:43,user_0199,12.2
14.1466,2341102,128,41.545355,-8.535877,Faro,102.45,2024-02-08 18:09:40,user_0063,33.9
11.7993,37,109,38.147256,-7.399507,Porto,145.57,2023-01-06 19:37:11,user_0051,31.0
14.8708,9010139,91,38.482972,-9.032107,Faro,90.41,2023-05-27 11:45:30,user_0136,39.3
8.2128,6251936,165,41.715204,-9.373246,Évora,146.07,2024-02-16 13:53:38,user_0001,23.7
14.4452,653668,158,40.950769,-6.785169,Faro,112.88,2023-08-10 20:29:27,user_0008,8.1
1.2265,3404158,120,36.970432,-7.066123,Porto,108.48,2024-03-30 14:00:39,user_0081,17.9
5.5486,2656040,151,41.430538,-8.447354,Faro,102.78,2023-12-05 15:59:44,user_0105,34.4
3.4582,703645,62,38.033236,-9.301129,Viseu,154.34,2024-03-07 22:25:30,user_0183,18.9
3.0179,4911672,64,40.429663,-7.846679,Setúbal,138.74,2023-12-27 03:40:44,user_0112,20.9
2.198,8215984,85,39.665366,-8.560967,Faro,179.24,2024-07-18 00:11:03,user_0137,19.4
9.374,8131631,64,39.584059,-8.147551,Porto,93.83,2023-05-23 15:48:03,user_0179,13.2
11.7417,9694535,166,40.489607,-8.568504,Setúbal,65.62,2024-10-19 07:45:59,user_0144,7.6
8.7166,2621872,124,37.935907,-8.90409,Setúbal,85.48,2024-07-09 03:38:54,user_0181,11.3
2.2897,593975,105,37.695126,-8.184235,Porto,108.07,2023-06-28 22:37:22,user_0059,17.7
12.1857,5052683,144,40.159563,-6.21936,Coimbra,85.15,2023-01-05 15:44:25,user_0045,13.6
9.5757,3983063,181,38.352896,-8.594825,Évora,71.69,2023-10-27 07:49:57,user_0165,25.0
5.8837,2282373,101,41.769751,-8.357713,Lisboa,122.35,2023-06-20 02:07:13,user_0091,26.5
10.1445,2840152,187,39.157559,-8.380577,Lisboa,154.77,2023-09-10 21:20:35,user_0066,25.0
3.9726,7527872,133,37.457985,-7.867018,Setúbal,165.22,2024-09-04 21:20:11,user_0192,8.0
5.2434,2550552,78,40.329076,-6.632081,Évora,115.82,2024-10-02 08:31:10,user_0036,28.3
13.7705,9240832,102,38.430796,-8.132783,Faro,126.93,2024-11-25 05:20:57,user_0076,18.5
4.4285,2392735,70,37.642937,-6.759097,Viseu,165.77,2023-01-02 01:36:53,user_0050,35.7
7.1028,7504361,161,39.014117,-9.108959,Aveiro,109.38,2024-04-24 19:57:48,user_0099,23.4
13.3631,7314153,187,41.721111,-6.457316,Coimbra,169.87,2024-09-11 18:35:05,user_0095,8.0
10.645,5418626,125,38.957153,-8.869966,Braga,195.43,2024-06-14 20:48:26,user_0181,5.3
1.0268,9750576,79,38.636669,-9.366715,Évora,183.27,2023-03-17 21:11:12,user_0185,29.6
2.2948,3622546,174,39.122545,-8.961595,Coimbra,123.5,2024-01-22 18:20:59,user_0147,19.0
0.2168,5996522,100,36.960579,-8.851451,Lisboa,141.13,2023-06-23 20:41:46,user_0154,15.1
9.5007,3606940,195,37.565508,-7.771086,Aveiro,160.3,2023-12-26 04:20:45,user_0118,20.7
6.7703,5935537,127,41.148373,-7.97021,Faro,108.9,2023-02-13 17:21:42,user_0100,7.5
2.1007,3600200,71,41.790172,-7.066027,Aveiro,171.89,2024-12-28 18:43:35,user_0068,18.7
14.3732,559031,113,37.689707,-9.326766,Aveiro,121.17,2024-06-03 12:09:04,user_0112,16.0
7.9919,6491280,70,39.577589,-7.807799,Faro,178.56,2023-03-09 21:49:36,user_0171,33.0
3.7042,2701243,178,41.731667,-8.369598,Aveiro,95.66,2024-11-03 12:43:39,user_0127,11.1
7.559,5444003,156,37.682907,-7.355598,Évora,61.59,2024-10-17 00:28:35,user_0095,31.5
10.2263,4435728,165,37.831548,-9.351421,Braga,148.58,2024-01-15 10:10:53,user_0122,22.5
1.236,8594992,173,41.534082,-9.381222,Coimbra,123.26,2024-05-26 14:50:16,user_0186,7.9
4.1931,6542155,192,40.428438,-8.047345,Évora,68.38,2023-09-29 22:03:33,user_0127,38.9
12.1238,7165371,85,37.659833,-6.741446,Coimbra,128.27,2024-12-12 10:11:59,user_0103,30.7
6.949,4135554,96,38.867463,-7.21828,Setúbal,83.6,2023-03-03 23:29:25,user_0059,14.1
8.244,2988088,81,37.18135,-9.443199,Porto,148.16,2023-03-11 18:30:32,user_0046,25.4
6.549,979907,103,39.063358,-8.893195,Porto,122.31,2023-04-08 11:09:45,user_0196,36.5
0.7541,213968,72,40.789507,-8.729113,Braga,83.96,2024-08-21 13:44:59,user_0040,37.6
2.5697,8683565,51,39.66986,-8.0616,Viseu,117.67,2023-02-24 15:01:48,user_0141,30.6
6.7386,1901737,159,40.137211,-7.505167,Évora,92.58,2024-02-19 12:13:08,user_0121,30.5
3.2169,4985248,173,38.534101,-8.764035,Braga,151.43,2023-11-14 12:54:00,user_0105,14.7
0.8447,9853066,116,37.70698,-8.199452,Braga,101.32,2024-12-04 21:06:15,user_0009,39.6
12.6704,6409363,120,36.965583,-7.514592,Coimbra,175.08,2023-06-22 20:14:26,user_0066,13.5
14.7198,2302743,78,41.006562,-8.19632,Viseu,61.98,2023-07-10 12:33:40,user_0053,8.1
11.9178,4588156,168,40.083273,-9.013224,Setúbal,116.48,2023-08-18 22:57:22,user_0081,39.2
12.8214,985461,162,38.046606,-7.828352,Lisboa,146.39,2024-08-07 14:18:38,user_0004,10.3
3.7055,5831759,94,38.99217,-8.39842,Setúbal,63.17,2024-05-26 12:42:45,user_0126,23.3
14.4133,5710912,65,40.907216,-6.56176,Aveiro,90.22,2024-06-20 19:22:56,user_0142,21.4
3.0342,1806423,80,39.593501,-6.862875,Aveiro,105.84,2023-08-21 04:22:16,user_0105,34.7
14.2763,1950408,99,38.400799,-8.853065,Setúbal,63.06,2023-07-18 12:40:00,user_0136,18.9
14.9228,9016523,171,38.235923,-8.981038,Setúbal,136.54,2023-02-24 12:31:25,user_0097,22.6
10.7047,3594128,64,37.98807,-8.317899,Braga,148.32,2023-05-28 23:31:30,user_0190,6.5
14.719,9565565,98,41.018649,-8.098607,Porto,91.85,2024-07-23 08:29:45,user_0173,12.3
8.5861,8106584,59,39.809302,-6.331138,Évora,136.09,2024-03-02 20:05:05,user_0092,34.2
3.9672,1406427,69,40.445786,-8.474489,Aveiro,199.88,2023-04-24 10:47:34,user_0195,21.7
6.6112,3489550,119,41.200602,-6.550213,Viseu,184.17,2023-04-30 23:50:58,user_0190,13.1
8.9441,6889053,57,41.834309,-7.781948,Setúbal,68.21,2023-12-07 05:17:08,user_0078,17.9
1.1889,3895090,83,38.147418,-6.488879,Faro,77.9,2023-10-24 18:05:59,user_0083,15.0
9.3729,2765013,53,37.804512,-7.113357,Coimbra,129.22,2024-01-27 05:23:53,user_0070,24.5
14.7195,6162492,157,39.209992,-7.091478,Lisboa,94.33,2024-12-05 04:24:01,user_0036,6.8
2.9326,8424990,73,37.075356,-7.736089,Leiria,71.34,2023-06-01 13:47:12,user_0084,12.9
11.9097,7038170,104,40.858589,-6.642966,Viseu,95.64,2023-08-14 01:33:04,user_0129,17.4
13.6277,862219,75,41.3188,-8.634956,Coimbra,68.56,2023-07-13 10:56:19,user_0188,37.5
14.1612,8334750,74,40.330198,-6.415006,Porto,134.19,2023-03-29 12:53:07,user_0141,26.8
14.406,1718303,85,38.239975,-7.334962,Coimbra,128.64,2023-04-26 01:25:17,user_0140,22.6
7.8697,9663464,120,37.515777,-8.00839,Faro,60.89,2024-05-15 19:40:51,user_0075,11.7
14.6619,3801082,61,38.810721,-6.160554,Porto,127.55,2024-08-26 06:17:41,user_0100,24.5
11.3839,3346668,178,41.066678,-6.569152,Évora,132.77,2024-05-23 17:18:08,user_0145,37.5
2.5089,6696674,165,38.639139,-6.875129,Braga,144.8,2023-01-30 10:34:41,user_0175,24.8
7.2058,3205677,182,37.071273,-8.568732,Aveiro,195.81,2024-09-02 05:24:05,user_0053,10.8
10.8031,2506068,132,38.271402,-6.189282,Coimbra,197.58,2023-08-28 06:56:41,user_0067,39.9
3.7854,483075,55,41.849728,-6.973842,Faro,133.77,2023-03-08 14:03:00,user_0010,22.5
9.6452,8126198,75,40.283344,-7.442261,Braga,178.33,2023-07-01 04:47:35,user_0046,16.2
10.0323,8715978,162,41.404274,-6.365883,Faro,71.92,2023-09-17 16:36:47,user_0083,22.6
2.5242,5451731,152,40.774326,-8.948582,Leiria,134.36,2024-01-10 19:48:48,user_0117,14.2
8.5198,7499043,169,39.598528,-9.027345,Porto,155.05,2024-05-09 08:15:09,user_0004,6.1
11.5972,6746037,58,37.643444,-7.583374,Évora,139.06,2023-07-09 22:07:19,user_0057,36.1
7.5335,9221750,94,38.643222,-9.307174,Viseu,92.3,2024-12-24 04:39:15,user_0038,20.0
0.2803,4473214,63,39.818701,-7.242445,Aveiro,68.77,2023-01-23 16:33:29,user_0140,31.4
0.2347,3682796,161,41.253162,-8.68148,Braga,114.13,2023-10-23 04:57:06,user_0031,39.0
5.4197,9231261,104,38.243375,-9.09531,Coimbra,150.67,2023-11-27 02:33:52,user_0130,27.1
13.9003,7851746,186,37.506134,-8.107714,Viseu,198.84,2024-06-30 02:20:03,user_0129,29.2
3.5073,7841640,64,39.694162,-7.915771,Porto,93.11,2023-07-02 09:25:04,user_0081,38.0
9.552,8740245,86,37.782506,-8.920351,Viseu,188.49,2023-12-04 06:59:51,user_0025,23.1
3.4089,8566554,176,39.951809,-9.35878,Leiria,69.56,2024-08-09 20:16:16,user_0005,16.2
4.8929,5137956,166,38.217607,-8.092211,Braga,190.34,2023-04-13 01:10:26,user_0048,37.2
12.7358,5274413,133,38.054815,-6.91761,Leiria,176.53,2023-01-09 17:29:07,user_0142,7.4
10.96,7724578,121,38.895904,-6.527721,Évora,62.93,2024-08-29 04:07:23,user_0052,12.5
1.5214,864899,145,39.865959,-9.168336,Setúbal,101.75,2024-12-18 06:34:40,user_0074,16.9
6.4877,8652111,160,39.626588,-7.716103,Braga,67.13,2023-04-06 10:07:51,user_0149,32.4
0.5346,6410575,198,38.123672,-8.60443,Évora,199.37,2024-08-24 06:45:29,user_0153,36.6
7.2653,2318292,154,41.355583,-8.226245,Braga,119.9,2023-09-29 17:38:25,user_0099,20.8
9.9703,2026393,196,37.44941,-6.326298,Setúbal,152.7,2024-04-05 02:48:46,user_0067,15.0
1.8657,7622520,107,37.097338,-8.302946,Aveiro,92.79,2024-04-15 14:52:53,user_0119,17.4
4.4044,2379897,144,39.913531,-8.257824,Faro,190.72,2024-03-01 02:18:46,user_0178,28.0
6.0278,1294416,167,37.517036,-8.788054,Braga,98.38,2023-07-08 22:32:16,user_0103,10.5
13.801,1985196,55,39.424454,-6.235937,Setúbal,96.43,2024-08-16 07:19:44,user_0033,24.2
14.8995,8052377,53,41.658866,-7.947943,Aveiro,104.04,2023-01-16 21:56:21,user_0145,25.6
0.7692,7703189,92,40.392901,-7.560667,Viseu,124.75,2023-02-17 01:33:00,user_0198,29.8
11.439,1560121,142,39.987283,-7.959228,Braga,62.59,2024-10-20 19:43:52,user_0034,26.1
5.6387,5878263,91,39.774026,-8.640075,Faro,143.7,2023-11-20 16:55:00,user_0154,8.4
5.9476,443035,52,37.797696,-6.744597,Leiria,64.43,2023-04-05 00:25:40,user_0170,29.1
11.3385,3099072,178,39.063239,-9.403198,Viseu,135.49,2024-10-22 16:57:57,user_0159,5.8
13.7846,6650723,64,38.612618,-7.153172,Viseu,124.1,2024-08-28 10:19:12,user_0113,18.7
14.2688,8349092,96,41.665372,-7.479472,Braga,93.96,2023-08-31 00:45:14,user_0051,19.6
8.6991,5200551,134,38.111601,-9.009446,Porto,106.17,2023-02-01 04:02:22,user_0036,9.1
5.4211,9077925,107,39.257582,-8.935923,Aveiro,158.79,2023-12-03 12:37:51,user_0013,5.3
11.8345,7747156,88,41.590397,-7.258633,Évora,61.34,2023-05-03 15:10:15,user_0085,7.5
3.8399,4552636,180,40.845903,-8.438728,Leiria,104.33,2024-02-23 22:27:04,user_0013,20.6
8.5047,751240,84,41.722576,-8.596491,Coimbra,155.24,2024-08-22 19:55:41,user_0032,13.4
5.4428,4315596,101,39.941651,-9.298869,Braga,81.32,2023-10-16 08:22:37,user_0133,7.4
9.8838,6775996,167,38.568934,-6.893957,Viseu,138.45,2023-01-22 12:31:47,user_0012,14.0
3.6819,995791,63,41.033249,-6.498915,Faro,83.65,2024-05-13 17:53:25,user_0187,23.5
2.9547,9929729,79,38.357281,-6.712529,Lisboa,81.67,2023-05-07 03:34:56,user_0169,31.0
13.7818,1960299,139,37.723864,-7.915484,Faro,168.12,2023-06-06 17:49:34,user_0037,19.4
1.6169,5079111,184,40.431444,-7.684548,Braga,97.31,2023-05-17 14:53:15,user_0068,26.5
7.6388,7902634,144,40.094778,-8.676261,Lisboa,112.61,2023-07-24 07:03:06,user_0106,25.9
3.3907,2853501,118,41.294745,-8.912294,Braga,162.2,2024-10-06 21:35:05,user_0176,36.4
0.6801,6282444,176,41.709624,-6.701796,Faro,85.13,2023-01-26 07:03:29,user_0171,11.3
0.6367,5613904,101,41.185988,-6.78563,Faro,134.44,2024-03-27 23:58:23,user_0093,21.7
2.7108,2459622,191,37.200109,-6.856977,Viseu,188.49,2023-06-29 10:08:57,user_0041,27.1
13.0149,1897459,112,40.222567,-7.924578,Aveiro,137.54,2023-08-04 10:14:32,user_0056,23.2
4.3089,4240012,85,40.823662,-6.560674,Lisboa,66.84,2023-10-28 18:06:12,user_0069,20.8
14.2618,1215442,140,41.809644,-6.350811,Évora,142.56,2024-02-07 00:03:55,user_0011,39.1
8.7662,5564396,102,38.773306,-8.383629,Faro,72.62,2023-02-14 12:21:11,user_0137,38.0
6.6056,7903797,158,37.749408,-8.736039,Braga,99.5,2023-07-24 05:40:31,user_0113,26.4
8.7433,2580309,199,41.164665,-7.921506,Coimbra,178.95,2023-04-11 04:22:30,user_0028,20.4
7.7988,6425148,121,38.487334,-8.89029,Braga,61.55,2023-05-26 14:30:02,user_0022,31.4
11.4058,7049985,64,39.891009,-6.49439,Aveiro,70.78,2024-10-07 19:06:43,user_0085,23.0
4.3092,7506161,162,38.849474,-8.350832,Coimbra,110.87,2024-01-19 20:15:44,user_0006,39.8
5.3605,5151946,118,38.911631,-7.541016,Braga,199.92,2024-04-05 10:49:00,user_0026,29.0
13.422,7026206,165,40.562322,-7.477954,Porto,100.86,2024-08-08 13:59:05,user_0144,7.4
14.2022,4247328,53,38.707376,-7.749041,Braga,82.02,2024-08-03 05:42:22,user_0014,19.1
13.3991,1451469,124,40.365376,-8.967813,Évora,136.92,2024-12-23 06:21:04,user_0035,30.6
6.3498,3300874,195,36.971642,-6.130598,Setúbal,132.7,2024-07-24 19:09:51,user_0042,34.5
11.7274,4736416,91,38.523237,-8.913149,Viseu,122.95,2023-09-20 03:38:38,user_0053,33.5
7.1974,4063997,79,38.49522,-6.944875,Faro,192.53,2024-02-02 11:57:07,user_0100,39.2
7.5133,8302975,192,40.644176,-6.809366,Aveiro,99.22,2023-12-20 19:35:04,user_0150,22.1
3.1497,6126463,119,38.472786,-9.006443,Lisboa,101.07,2024-10-28 06:06:04,user_0181,9.9
8.9078,8437534,65,40.066636,-6.327244,Braga,79.64,2024-01-02 17:55:47,user_0194,27.8
2.8734,5410812,160,40.342622,-7.84162,Porto,157.62,2023-10-11 12:26:23,user_0013,7.5
5.0403,7152765,153,40.192128,-7.361798,Porto,104.99,2023-05-12 06:22:26,user_0011,39.1
12.84,6107182,156,39.916468,-7.316567,Lisboa,172.38,2023-08-21 18:44:05,user_0140,31.5
3.1854,6012621,172,38.968084,-7.783153,Faro,196.05,2023-06-09 21:14:01,user_0097,39.4
1.1603,3751387,76,38.766525,-9.017125,Faro,66.12,2024-10-15 21:47:56,user_0086,18.2
1.1282,2779060,62,39.72292,-6.944039,Braga,199.04,2024-07-22 07:59:26,user_0053,5.6
14.1177,483791,122,37.218516,-7.521928,Leiria,95.57,2023-02-12 18:31:06,user_0009,23.2
